Date (days); distance (AU)
13.05.2016 ; 2.28456
14.05.2016 ; 2.2794
15.05.2016 ; 2.27421
16.05.2016 ; 2.269
17.05.2016 ; 2.26377
18.05.2016 ; 2.25852
19.05.2016 ; 2.25325
20.05.2016 ; 2.24797
21.05.2016 ; 2.24266
22.05.2016 ; 2.23733
23.05.2016 ; 2.23199
24.05.2016 ; 2.22662
25.05.2016 ; 2.22124
26.05.2016 ; 2.21585
27.05.2016 ; 2.21043
28.05.2016 ; 2.205
29.05.2016 ; 2.19955
30.05.2016 ; 2.19409
31.05.2016 ; 2.18861
01.06.2016 ; 2.18312
02.06.2016 ; 2.17761
03.06.2016 ; 2.17209
04.06.2016 ; 2.16656
05.06.2016 ; 2.16101
06.06.2016 ; 2.15544
07.06.2016 ; 2.14987
08.06.2016 ; 2.14428
09.06.2016 ; 2.13868
10.06.2016 ; 2.13306
11.06.2016 ; 2.12744
12.06.2016 ; 2.1218
13.06.2016 ; 2.11616
14.06.2016 ; 2.1105
15.06.2016 ; 2.10483
16.06.2016 ; 2.09915
17.06.2016 ; 2.09346
18.06.2016 ; 2.08776
19.06.2016 ; 2.08206
20.06.2016 ; 2.07634
21.06.2016 ; 2.07062
22.06.2016 ; 2.06488
23.06.2016 ; 2.05914
24.06.2016 ; 2.05339
25.06.2016 ; 2.04763
26.06.2016 ; 2.04187
27.06.2016 ; 2.0361
28.06.2016 ; 2.03032
29.06.2016 ; 2.02453
30.06.2016 ; 2.01874
01.07.2016 ; 2.01294
02.07.2016 ; 2.00714
03.07.2016 ; 2.00133
04.07.2016 ; 1.99551
05.07.2016 ; 1.98969
06.07.2016 ; 1.98386
07.07.2016 ; 1.97803
08.07.2016 ; 1.9722
09.07.2016 ; 1.96636
10.07.2016 ; 1.96051
11.07.2016 ; 1.95466
12.07.2016 ; 1.94881
13.07.2016 ; 1.94295
14.07.2016 ; 1.93709
15.07.2016 ; 1.93123
16.07.2016 ; 1.92536
17.07.2016 ; 1.9195
18.07.2016 ; 1.91362
19.07.2016 ; 1.90775
20.07.2016 ; 1.90187
21.07.2016 ; 1.89599
22.07.2016 ; 1.89011
23.07.2016 ; 1.88422
24.07.2016 ; 1.87834
25.07.2016 ; 1.87245
26.07.2016 ; 1.86656
27.07.2016 ; 1.86067
28.07.2016 ; 1.85477
29.07.2016 ; 1.84888
30.07.2016 ; 1.84298
31.07.2016 ; 1.83709
01.08.2016 ; 1.83119
02.08.2016 ; 1.82529
03.08.2016 ; 1.81939
04.08.2016 ; 1.81349
05.08.2016 ; 1.80759
06.08.2016 ; 1.80168
07.08.2016 ; 1.79578
08.08.2016 ; 1.78988
09.08.2016 ; 1.78397
10.08.2016 ; 1.77807
11.08.2016 ; 1.77216
12.08.2016 ; 1.76626
13.08.2016 ; 1.76035
14.08.2016 ; 1.75444
15.08.2016 ; 1.74854
16.08.2016 ; 1.74263
17.08.2016 ; 1.73672
18.08.2016 ; 1.73082
19.08.2016 ; 1.72491
20.08.2016 ; 1.719
21.08.2016 ; 1.7131
22.08.2016 ; 1.70719
23.08.2016 ; 1.70128
24.08.2016 ; 1.69537
25.08.2016 ; 1.68947
26.08.2016 ; 1.68356
27.08.2016 ; 1.67765
28.08.2016 ; 1.67174
29.08.2016 ; 1.66583
30.08.2016 ; 1.65992
31.08.2016 ; 1.65401
01.09.2016 ; 1.6481
02.09.2016 ; 1.64219
03.09.2016 ; 1.63628
04.09.2016 ; 1.63037
05.09.2016 ; 1.62446
06.09.2016 ; 1.61855
07.09.2016 ; 1.61264
08.09.2016 ; 1.60672
09.09.2016 ; 1.60081
10.09.2016 ; 1.5949
11.09.2016 ; 1.58898
12.09.2016 ; 1.58306
13.09.2016 ; 1.57715
14.09.2016 ; 1.57123
15.09.2016 ; 1.56531
16.09.2016 ; 1.55939
17.09.2016 ; 1.55347
18.09.2016 ; 1.54754
19.09.2016 ; 1.54162
20.09.2016 ; 1.53569
21.09.2016 ; 1.52976
22.09.2016 ; 1.52383
23.09.2016 ; 1.5179
24.09.2016 ; 1.51197
25.09.2016 ; 1.50603
26.09.2016 ; 1.50009
27.09.2016 ; 1.49415
28.09.2016 ; 1.48821
29.09.2016 ; 1.48226
30.09.2016 ; 1.47631
01.10.2016 ; 1.47036
02.10.2016 ; 1.46441
03.10.2016 ; 1.45845
04.10.2016 ; 1.45249
05.10.2016 ; 1.44653
06.10.2016 ; 1.44056
07.10.2016 ; 1.43459
08.10.2016 ; 1.42861
09.10.2016 ; 1.42264
10.10.2016 ; 1.41665
11.10.2016 ; 1.41067
12.10.2016 ; 1.40468
13.10.2016 ; 1.39868
14.10.2016 ; 1.39269
15.10.2016 ; 1.38668
16.10.2016 ; 1.38068
17.10.2016 ; 1.37466
18.10.2016 ; 1.36865
19.10.2016 ; 1.36262
20.10.2016 ; 1.3566
21.10.2016 ; 1.35056
22.10.2016 ; 1.34453
23.10.2016 ; 1.33848
24.10.2016 ; 1.33243
25.10.2016 ; 1.32638
26.10.2016 ; 1.32032
27.10.2016 ; 1.31425
28.10.2016 ; 1.30818
29.10.2016 ; 1.3021
30.10.2016 ; 1.29602
31.10.2016 ; 1.28993
01.11.2016 ; 1.28383
02.11.2016 ; 1.27773
03.11.2016 ; 1.27162
04.11.2016 ; 1.2655
05.11.2016 ; 1.25938
06.11.2016 ; 1.25324
07.11.2016 ; 1.24711
08.11.2016 ; 1.24096
09.11.2016 ; 1.23481
10.11.2016 ; 1.22865
11.11.2016 ; 1.22249
12.11.2016 ; 1.21631
13.11.2016 ; 1.21013
14.11.2016 ; 1.20395
15.11.2016 ; 1.19775
16.11.2016 ; 1.19155
17.11.2016 ; 1.18534
18.11.2016 ; 1.17912
19.11.2016 ; 1.1729
20.11.2016 ; 1.16666
21.11.2016 ; 1.16042
22.11.2016 ; 1.15418
23.11.2016 ; 1.14792
24.11.2016 ; 1.14166
25.11.2016 ; 1.13539
26.11.2016 ; 1.12911
27.11.2016 ; 1.12283
28.11.2016 ; 1.11654
29.11.2016 ; 1.11024
30.11.2016 ; 1.10394
01.12.2016 ; 1.09762
02.12.2016 ; 1.0913
03.12.2016 ; 1.08498
04.12.2016 ; 1.07864
05.12.2016 ; 1.07231
06.12.2016 ; 1.06596
07.12.2016 ; 1.05961
08.12.2016 ; 1.05325
09.12.2016 ; 1.04688
10.12.2016 ; 1.04051
11.12.2016 ; 1.03414
12.12.2016 ; 1.02776
13.12.2016 ; 1.02137
14.12.2016 ; 1.01498
15.12.2016 ; 1.00859
16.12.2016 ; 1.00219
17.12.2016 ; 0.995782
18.12.2016 ; 0.989374
19.12.2016 ; 0.982963
20.12.2016 ; 0.976549
21.12.2016 ; 0.970132
22.12.2016 ; 0.963712
23.12.2016 ; 0.957291
24.12.2016 ; 0.950868
25.12.2016 ; 0.944444
26.12.2016 ; 0.938019
27.12.2016 ; 0.931594
28.12.2016 ; 0.925169
29.12.2016 ; 0.918745
30.12.2016 ; 0.912323
31.12.2016 ; 0.905902
01.01.2017 ; 0.899484
02.01.2017 ; 0.893068
03.01.2017 ; 0.886657
04.01.2017 ; 0.88025
05.01.2017 ; 0.873848
06.01.2017 ; 0.867452
07.01.2017 ; 0.861063
08.01.2017 ; 0.85468
09.01.2017 ; 0.848307
10.01.2017 ; 0.841942
11.01.2017 ; 0.835587
12.01.2017 ; 0.829242
13.01.2017 ; 0.82291
14.01.2017 ; 0.81659
15.01.2017 ; 0.810285
16.01.2017 ; 0.803994
17.01.2017 ; 0.797718
18.01.2017 ; 0.79146
19.01.2017 ; 0.785221
20.01.2017 ; 0.779001
21.01.2017 ; 0.772801
22.01.2017 ; 0.766624
23.01.2017 ; 0.76047
24.01.2017 ; 0.754341
25.01.2017 ; 0.748239
26.01.2017 ; 0.742164
27.01.2017 ; 0.736118
28.01.2017 ; 0.730104
29.01.2017 ; 0.724123
30.01.2017 ; 0.718176
31.01.2017 ; 0.712265
01.02.2017 ; 0.706392
02.02.2017 ; 0.70056
03.02.2017 ; 0.694769
04.02.2017 ; 0.689022
05.02.2017 ; 0.683322
06.02.2017 ; 0.67767
07.02.2017 ; 0.672068
08.02.2017 ; 0.666519
09.02.2017 ; 0.661025
10.02.2017 ; 0.655589
11.02.2017 ; 0.650213
12.02.2017 ; 0.6449
13.02.2017 ; 0.639652
14.02.2017 ; 0.634472
15.02.2017 ; 0.629363
16.02.2017 ; 0.624327
17.02.2017 ; 0.619368
18.02.2017 ; 0.614489
19.02.2017 ; 0.609692
20.02.2017 ; 0.604981
21.02.2017 ; 0.600358
22.02.2017 ; 0.595828
23.02.2017 ; 0.591393
24.02.2017 ; 0.587057
25.02.2017 ; 0.582823
26.02.2017 ; 0.578694
27.02.2017 ; 0.574674
28.02.2017 ; 0.570767
01.03.2017 ; 0.566975
02.03.2017 ; 0.563303
03.03.2017 ; 0.559754
04.03.2017 ; 0.556332
05.03.2017 ; 0.55304
06.03.2017 ; 0.549882
07.03.2017 ; 0.54686
08.03.2017 ; 0.54398
09.03.2017 ; 0.541244
10.03.2017 ; 0.538655
11.03.2017 ; 0.536218
12.03.2017 ; 0.533935
13.03.2017 ; 0.531809
14.03.2017 ; 0.529843
15.03.2017 ; 0.528042
16.03.2017 ; 0.526406
17.03.2017 ; 0.52494
18.03.2017 ; 0.523646
19.03.2017 ; 0.522525
20.03.2017 ; 0.521582
21.03.2017 ; 0.520816
22.03.2017 ; 0.520232
23.03.2017 ; 0.51983
24.03.2017 ; 0.519611
25.03.2017 ; 0.519578
26.03.2017 ; 0.519731
27.03.2017 ; 0.520072
28.03.2017 ; 0.5206
29.03.2017 ; 0.521317
30.03.2017 ; 0.522223
31.03.2017 ; 0.523317
01.04.2017 ; 0.5246
02.04.2017 ; 0.526072
03.04.2017 ; 0.527731
04.04.2017 ; 0.529577
05.04.2017 ; 0.531609
06.04.2017 ; 0.533825
07.04.2017 ; 0.536225
08.04.2017 ; 0.538807
09.04.2017 ; 0.541569
10.04.2017 ; 0.544509
11.04.2017 ; 0.547625
12.04.2017 ; 0.550915
13.04.2017 ; 0.554377
14.04.2017 ; 0.558007
15.04.2017 ; 0.561805
16.04.2017 ; 0.565767
17.04.2017 ; 0.56989
18.04.2017 ; 0.574171
19.04.2017 ; 0.578609
20.04.2017 ; 0.583199
21.04.2017 ; 0.587939
22.04.2017 ; 0.592825
23.04.2017 ; 0.597856
24.04.2017 ; 0.603027
25.04.2017 ; 0.608337
26.04.2017 ; 0.61378
27.04.2017 ; 0.619356
28.04.2017 ; 0.62506
29.04.2017 ; 0.63089
30.04.2017 ; 0.636842
01.05.2017 ; 0.642913
02.05.2017 ; 0.649101
03.05.2017 ; 0.655403
04.05.2017 ; 0.661815
05.05.2017 ; 0.668336
06.05.2017 ; 0.674961
07.05.2017 ; 0.681689
08.05.2017 ; 0.688516
09.05.2017 ; 0.69544
10.05.2017 ; 0.702458
11.05.2017 ; 0.709568
12.05.2017 ; 0.716767
13.05.2017 ; 0.724052
14.05.2017 ; 0.731422
15.05.2017 ; 0.738873
16.05.2017 ; 0.746404
17.05.2017 ; 0.754012
18.05.2017 ; 0.761695
19.05.2017 ; 0.769451
20.05.2017 ; 0.777278
21.05.2017 ; 0.785172
22.05.2017 ; 0.793134
23.05.2017 ; 0.80116
24.05.2017 ; 0.809248
25.05.2017 ; 0.817398
26.05.2017 ; 0.825606
27.05.2017 ; 0.833871
28.05.2017 ; 0.842191
29.05.2017 ; 0.850565
30.05.2017 ; 0.858991
31.05.2017 ; 0.867467
01.06.2017 ; 0.875991
02.06.2017 ; 0.884563
03.06.2017 ; 0.89318
04.06.2017 ; 0.901842
05.06.2017 ; 0.910545
06.06.2017 ; 0.91929
07.06.2017 ; 0.928075
08.06.2017 ; 0.936899
09.06.2017 ; 0.945759
10.06.2017 ; 0.954655
11.06.2017 ; 0.963586
12.06.2017 ; 0.97255
13.06.2017 ; 0.981546
14.06.2017 ; 0.990573
15.06.2017 ; 0.999629
16.06.2017 ; 1.00871
17.06.2017 ; 1.01783
18.06.2017 ; 1.02697
19.06.2017 ; 1.03613
20.06.2017 ; 1.04532
21.06.2017 ; 1.05453
22.06.2017 ; 1.06376
23.06.2017 ; 1.07302
24.06.2017 ; 1.0823
25.06.2017 ; 1.09159
26.06.2017 ; 1.1009
27.06.2017 ; 1.11023
28.06.2017 ; 1.11958
29.06.2017 ; 1.12894
30.06.2017 ; 1.13832
01.07.2017 ; 1.14771
02.07.2017 ; 1.15711
03.07.2017 ; 1.16653
04.07.2017 ; 1.17596
05.07.2017 ; 1.1854
06.07.2017 ; 1.19484
07.07.2017 ; 1.2043
08.07.2017 ; 1.21377
09.07.2017 ; 1.22324
10.07.2017 ; 1.23272
11.07.2017 ; 1.2422
12.07.2017 ; 1.25169
13.07.2017 ; 1.26119
14.07.2017 ; 1.27069
15.07.2017 ; 1.28019
16.07.2017 ; 1.28969
17.07.2017 ; 1.2992
18.07.2017 ; 1.3087
19.07.2017 ; 1.31821
20.07.2017 ; 1.32771
21.07.2017 ; 1.33722
22.07.2017 ; 1.34672
23.07.2017 ; 1.35622
24.07.2017 ; 1.36572
25.07.2017 ; 1.37521
26.07.2017 ; 1.3847
27.07.2017 ; 1.39419
28.07.2017 ; 1.40367
29.07.2017 ; 1.41314
30.07.2017 ; 1.42261
31.07.2017 ; 1.43206
01.08.2017 ; 1.44151
02.08.2017 ; 1.45096
03.08.2017 ; 1.46039
04.08.2017 ; 1.46981
05.08.2017 ; 1.47922
06.08.2017 ; 1.48862
07.08.2017 ; 1.49801
08.08.2017 ; 1.50739
09.08.2017 ; 1.51676
10.08.2017 ; 1.52611
11.08.2017 ; 1.53544
12.08.2017 ; 1.54477
13.08.2017 ; 1.55408
14.08.2017 ; 1.56337
15.08.2017 ; 1.57264
16.08.2017 ; 1.5819
17.08.2017 ; 1.59115
18.08.2017 ; 1.60037
19.08.2017 ; 1.60958
20.08.2017 ; 1.61876
21.08.2017 ; 1.62793
22.08.2017 ; 1.63708
23.08.2017 ; 1.64621
24.08.2017 ; 1.65531
25.08.2017 ; 1.6644
26.08.2017 ; 1.67346
27.08.2017 ; 1.6825
28.08.2017 ; 1.69152
29.08.2017 ; 1.70051
30.08.2017 ; 1.70948
31.08.2017 ; 1.71842
01.09.2017 ; 1.72734
02.09.2017 ; 1.73623
03.09.2017 ; 1.7451
04.09.2017 ; 1.75394
05.09.2017 ; 1.76275
06.09.2017 ; 1.77154
07.09.2017 ; 1.7803
08.09.2017 ; 1.78902
09.09.2017 ; 1.79772
10.09.2017 ; 1.80639
11.09.2017 ; 1.81503
12.09.2017 ; 1.82364
13.09.2017 ; 1.83221
14.09.2017 ; 1.84076
15.09.2017 ; 1.84927
16.09.2017 ; 1.85775
17.09.2017 ; 1.8662
18.09.2017 ; 1.87461
19.09.2017 ; 1.88299
20.09.2017 ; 1.89133
21.09.2017 ; 1.89964
22.09.2017 ; 1.90791
23.09.2017 ; 1.91615
24.09.2017 ; 1.92435
25.09.2017 ; 1.93251
26.09.2017 ; 1.94064
27.09.2017 ; 1.94873
28.09.2017 ; 1.95678
29.09.2017 ; 1.96479
30.09.2017 ; 1.97276
01.10.2017 ; 1.98069
02.10.2017 ; 1.98858
03.10.2017 ; 1.99643
04.10.2017 ; 2.00424
05.10.2017 ; 2.01201
06.10.2017 ; 2.01973
07.10.2017 ; 2.02741
08.10.2017 ; 2.03505
09.10.2017 ; 2.04265
10.10.2017 ; 2.0502
11.10.2017 ; 2.05771
12.10.2017 ; 2.06518
13.10.2017 ; 2.07259
14.10.2017 ; 2.07997
15.10.2017 ; 2.08729
16.10.2017 ; 2.09458
17.10.2017 ; 2.10181
18.10.2017 ; 2.109
19.10.2017 ; 2.11614
20.10.2017 ; 2.12323
21.10.2017 ; 2.13027
22.10.2017 ; 2.13727
23.10.2017 ; 2.14421
24.10.2017 ; 2.15111
25.10.2017 ; 2.15795
26.10.2017 ; 2.16475
27.10.2017 ; 2.17149
28.10.2017 ; 2.17819
29.10.2017 ; 2.18483
30.10.2017 ; 2.19142
31.10.2017 ; 2.19796
01.11.2017 ; 2.20445
02.11.2017 ; 2.21088
03.11.2017 ; 2.21726
04.11.2017 ; 2.22359
05.11.2017 ; 2.22986
06.11.2017 ; 2.23608
07.11.2017 ; 2.24225
08.11.2017 ; 2.24836
09.11.2017 ; 2.25441
10.11.2017 ; 2.26041
11.11.2017 ; 2.26635
12.11.2017 ; 2.27224
13.11.2017 ; 2.27807
14.11.2017 ; 2.28385
15.11.2017 ; 2.28957
16.11.2017 ; 2.29523
17.11.2017 ; 2.30083
18.11.2017 ; 2.30638
19.11.2017 ; 2.31187
20.11.2017 ; 2.3173
21.11.2017 ; 2.32267
22.11.2017 ; 2.32798
23.11.2017 ; 2.33324
24.11.2017 ; 2.33843
25.11.2017 ; 2.34357
26.11.2017 ; 2.34864
27.11.2017 ; 2.35366
28.11.2017 ; 2.35861
29.11.2017 ; 2.36351
30.11.2017 ; 2.36835
01.12.2017 ; 2.37312
02.12.2017 ; 2.37784
03.12.2017 ; 2.38249
04.12.2017 ; 2.38708
05.12.2017 ; 2.39161
06.12.2017 ; 2.39608
07.12.2017 ; 2.40049
08.12.2017 ; 2.40484
09.12.2017 ; 2.40912
10.12.2017 ; 2.41335
11.12.2017 ; 2.41751
12.12.2017 ; 2.4216
13.12.2017 ; 2.42564
14.12.2017 ; 2.42961
15.12.2017 ; 2.43353
16.12.2017 ; 2.43737
17.12.2017 ; 2.44116
18.12.2017 ; 2.44488
19.12.2017 ; 2.44854
20.12.2017 ; 2.45214
21.12.2017 ; 2.45568
22.12.2017 ; 2.45915
23.12.2017 ; 2.46256
24.12.2017 ; 2.4659
25.12.2017 ; 2.46919
26.12.2017 ; 2.47241
27.12.2017 ; 2.47556
28.12.2017 ; 2.47866
29.12.2017 ; 2.48169
30.12.2017 ; 2.48466
31.12.2017 ; 2.48756
01.01.2018 ; 2.4904
02.01.2018 ; 2.49318
03.01.2018 ; 2.4959
04.01.2018 ; 2.49855
05.01.2018 ; 2.50114
06.01.2018 ; 2.50367
07.01.2018 ; 2.50614
08.01.2018 ; 2.50854
09.01.2018 ; 2.51088
10.01.2018 ; 2.51316
11.01.2018 ; 2.51537
12.01.2018 ; 2.51753
13.01.2018 ; 2.51962
14.01.2018 ; 2.52165
15.01.2018 ; 2.52361
16.01.2018 ; 2.52552
17.01.2018 ; 2.52736
18.01.2018 ; 2.52915
19.01.2018 ; 2.53087
20.01.2018 ; 2.53253
21.01.2018 ; 2.53413
22.01.2018 ; 2.53567
23.01.2018 ; 2.53715
24.01.2018 ; 2.53857
25.01.2018 ; 2.53993
26.01.2018 ; 2.54122
27.01.2018 ; 2.54246
28.01.2018 ; 2.54364
29.01.2018 ; 2.54476
30.01.2018 ; 2.54582
31.01.2018 ; 2.54682
01.02.2018 ; 2.54777
02.02.2018 ; 2.54865
03.02.2018 ; 2.54948
04.02.2018 ; 2.55025
05.02.2018 ; 2.55096
06.02.2018 ; 2.55162
07.02.2018 ; 2.55221
08.02.2018 ; 2.55275
09.02.2018 ; 2.55324
10.02.2018 ; 2.55367
11.02.2018 ; 2.55404
12.02.2018 ; 2.55435
13.02.2018 ; 2.55462
14.02.2018 ; 2.55482
15.02.2018 ; 2.55497
16.02.2018 ; 2.55507
17.02.2018 ; 2.55511
18.02.2018 ; 2.5551
19.02.2018 ; 2.55504
20.02.2018 ; 2.55492
21.02.2018 ; 2.55475
22.02.2018 ; 2.55453
23.02.2018 ; 2.55426
24.02.2018 ; 2.55393
25.02.2018 ; 2.55356
26.02.2018 ; 2.55313
27.02.2018 ; 2.55265
28.02.2018 ; 2.55212
01.03.2018 ; 2.55154
02.03.2018 ; 2.55092
03.03.2018 ; 2.55024
04.03.2018 ; 2.54952
05.03.2018 ; 2.54874
06.03.2018 ; 2.54792
07.03.2018 ; 2.54705
08.03.2018 ; 2.54614
09.03.2018 ; 2.54518
10.03.2018 ; 2.54417
11.03.2018 ; 2.54311
12.03.2018 ; 2.54201
13.03.2018 ; 2.54087
14.03.2018 ; 2.53968
15.03.2018 ; 2.53844
16.03.2018 ; 2.53717
17.03.2018 ; 2.53585
18.03.2018 ; 2.53448
19.03.2018 ; 2.53308
20.03.2018 ; 2.53163
21.03.2018 ; 2.53014
22.03.2018 ; 2.5286
23.03.2018 ; 2.52703
24.03.2018 ; 2.52542
25.03.2018 ; 2.52377
26.03.2018 ; 2.52207
27.03.2018 ; 2.52034
28.03.2018 ; 2.51857
29.03.2018 ; 2.51676
30.03.2018 ; 2.51491
31.03.2018 ; 2.51303
01.04.2018 ; 2.51111
02.04.2018 ; 2.50915
03.04.2018 ; 2.50716
04.04.2018 ; 2.50513
05.04.2018 ; 2.50306
06.04.2018 ; 2.50096
07.04.2018 ; 2.49883
08.04.2018 ; 2.49666
09.04.2018 ; 2.49446
10.04.2018 ; 2.49222
11.04.2018 ; 2.48995
12.04.2018 ; 2.48765
13.04.2018 ; 2.48532
14.04.2018 ; 2.48296
15.04.2018 ; 2.48057
16.04.2018 ; 2.47814
17.04.2018 ; 2.47569
18.04.2018 ; 2.4732
19.04.2018 ; 2.47069
20.04.2018 ; 2.46814
21.04.2018 ; 2.46557
22.04.2018 ; 2.46297
23.04.2018 ; 2.46035
24.04.2018 ; 2.45769
25.04.2018 ; 2.45501
26.04.2018 ; 2.4523
27.04.2018 ; 2.44957
28.04.2018 ; 2.44681
29.04.2018 ; 2.44403
30.04.2018 ; 2.44122
01.05.2018 ; 2.43839
02.05.2018 ; 2.43553
03.05.2018 ; 2.43265
04.05.2018 ; 2.42974
05.05.2018 ; 2.42682
06.05.2018 ; 2.42387
07.05.2018 ; 2.4209
08.05.2018 ; 2.4179
09.05.2018 ; 2.41489
10.05.2018 ; 2.41186
11.05.2018 ; 2.4088
12.05.2018 ; 2.40572
13.05.2018 ; 2.40263
14.05.2018 ; 2.39951
15.05.2018 ; 2.39638
16.05.2018 ; 2.39323
17.05.2018 ; 2.39006
18.05.2018 ; 2.38687
19.05.2018 ; 2.38366
20.05.2018 ; 2.38044
21.05.2018 ; 2.37719
22.05.2018 ; 2.37394
23.05.2018 ; 2.37066
24.05.2018 ; 2.36737
25.05.2018 ; 2.36407
26.05.2018 ; 2.36074
27.05.2018 ; 2.35741
28.05.2018 ; 2.35406
29.05.2018 ; 2.35069
30.05.2018 ; 2.34731
31.05.2018 ; 2.34392
01.06.2018 ; 2.34051
02.06.2018 ; 2.33709
03.06.2018 ; 2.33366
04.06.2018 ; 2.33021
05.06.2018 ; 2.32675
06.06.2018 ; 2.32328
07.06.2018 ; 2.3198
08.06.2018 ; 2.31631
09.06.2018 ; 2.3128
10.06.2018 ; 2.30928
11.06.2018 ; 2.30576
12.06.2018 ; 2.30222
13.06.2018 ; 2.29867
14.06.2018 ; 2.29511
15.06.2018 ; 2.29154
16.06.2018 ; 2.28796
17.06.2018 ; 2.28438
18.06.2018 ; 2.28078
19.06.2018 ; 2.27717
20.06.2018 ; 2.27356
21.06.2018 ; 2.26993
22.06.2018 ; 2.2663
23.06.2018 ; 2.26266
24.06.2018 ; 2.25901
25.06.2018 ; 2.25535
26.06.2018 ; 2.25169
27.06.2018 ; 2.24802
28.06.2018 ; 2.24434
29.06.2018 ; 2.24065
30.06.2018 ; 2.23696
01.07.2018 ; 2.23326
02.07.2018 ; 2.22955
03.07.2018 ; 2.22583
04.07.2018 ; 2.22211
05.07.2018 ; 2.21838
06.07.2018 ; 2.21465
07.07.2018 ; 2.21091
08.07.2018 ; 2.20716
09.07.2018 ; 2.20341
10.07.2018 ; 2.19965
11.07.2018 ; 2.19588
12.07.2018 ; 2.19211
13.07.2018 ; 2.18834
14.07.2018 ; 2.18456
15.07.2018 ; 2.18077
16.07.2018 ; 2.17697
17.07.2018 ; 2.17318
18.07.2018 ; 2.16937
19.07.2018 ; 2.16556
20.07.2018 ; 2.16175
21.07.2018 ; 2.15793
22.07.2018 ; 2.1541
23.07.2018 ; 2.15027
24.07.2018 ; 2.14644
25.07.2018 ; 2.1426
26.07.2018 ; 2.13875
27.07.2018 ; 2.1349
28.07.2018 ; 2.13104
29.07.2018 ; 2.12718
30.07.2018 ; 2.12331
31.07.2018 ; 2.11944
01.08.2018 ; 2.11556
02.08.2018 ; 2.11168
03.08.2018 ; 2.10779
04.08.2018 ; 2.1039
05.08.2018 ; 2.1
06.08.2018 ; 2.09609
07.08.2018 ; 2.09218
08.08.2018 ; 2.08827
09.08.2018 ; 2.08435
10.08.2018 ; 2.08042
11.08.2018 ; 2.07648
12.08.2018 ; 2.07255
13.08.2018 ; 2.0686
14.08.2018 ; 2.06465
15.08.2018 ; 2.06069
16.08.2018 ; 2.05673
17.08.2018 ; 2.05276
18.08.2018 ; 2.04878
19.08.2018 ; 2.0448
20.08.2018 ; 2.04081
21.08.2018 ; 2.03681
22.08.2018 ; 2.03281
23.08.2018 ; 2.0288
24.08.2018 ; 2.02478
25.08.2018 ; 2.02076
26.08.2018 ; 2.01672
27.08.2018 ; 2.01268
28.08.2018 ; 2.00863
29.08.2018 ; 2.00458
30.08.2018 ; 2.00051
31.08.2018 ; 1.99644
01.09.2018 ; 1.99236
02.09.2018 ; 1.98827
03.09.2018 ; 1.98417
04.09.2018 ; 1.98006
05.09.2018 ; 1.97594
06.09.2018 ; 1.97182
07.09.2018 ; 1.96768
08.09.2018 ; 1.96353
09.09.2018 ; 1.95938
10.09.2018 ; 1.95521
11.09.2018 ; 1.95104
12.09.2018 ; 1.94685
13.09.2018 ; 1.94265
14.09.2018 ; 1.93844
15.09.2018 ; 1.93422
16.09.2018 ; 1.92999
17.09.2018 ; 1.92575
18.09.2018 ; 1.92149
19.09.2018 ; 1.91722
20.09.2018 ; 1.91294
21.09.2018 ; 1.90865
22.09.2018 ; 1.90435
23.09.2018 ; 1.90003
24.09.2018 ; 1.8957
25.09.2018 ; 1.89135
26.09.2018 ; 1.88699
27.09.2018 ; 1.88262
28.09.2018 ; 1.87824
29.09.2018 ; 1.87383
30.09.2018 ; 1.86942
01.10.2018 ; 1.86499
02.10.2018 ; 1.86054
03.10.2018 ; 1.85608
04.10.2018 ; 1.8516
05.10.2018 ; 1.84711
06.10.2018 ; 1.8426
07.10.2018 ; 1.83808
08.10.2018 ; 1.83354
09.10.2018 ; 1.82898
10.10.2018 ; 1.8244
11.10.2018 ; 1.81981
12.10.2018 ; 1.8152
13.10.2018 ; 1.81057
14.10.2018 ; 1.80592
15.10.2018 ; 1.80125
16.10.2018 ; 1.79657
17.10.2018 ; 1.79187
18.10.2018 ; 1.78715
19.10.2018 ; 1.7824
20.10.2018 ; 1.77764
21.10.2018 ; 1.77286
22.10.2018 ; 1.76806
23.10.2018 ; 1.76324
24.10.2018 ; 1.7584
25.10.2018 ; 1.75354
26.10.2018 ; 1.74865
27.10.2018 ; 1.74375
28.10.2018 ; 1.73882
29.10.2018 ; 1.73387
30.10.2018 ; 1.7289
31.10.2018 ; 1.72391
01.11.2018 ; 1.7189
02.11.2018 ; 1.71386
03.11.2018 ; 1.7088
04.11.2018 ; 1.70372
05.11.2018 ; 1.69861
06.11.2018 ; 1.69349
07.11.2018 ; 1.68833
08.11.2018 ; 1.68316
09.11.2018 ; 1.67796
10.11.2018 ; 1.67273
11.11.2018 ; 1.66748
12.11.2018 ; 1.66221
13.11.2018 ; 1.65691
14.11.2018 ; 1.65159
15.11.2018 ; 1.64624
16.11.2018 ; 1.64087
17.11.2018 ; 1.63547
18.11.2018 ; 1.63005
19.11.2018 ; 1.6246
20.11.2018 ; 1.61912
21.11.2018 ; 1.61362
22.11.2018 ; 1.60809
23.11.2018 ; 1.60254
24.11.2018 ; 1.59696
25.11.2018 ; 1.59136
26.11.2018 ; 1.58572
27.11.2018 ; 1.58007
28.11.2018 ; 1.57438
29.11.2018 ; 1.56867
30.11.2018 ; 1.56293
